Volatility 3 Framework 2.28.0

PID	Process	Block	Variable	Value
840	svchost.exe	0x291d60	USERPROFILE	C:\Windows\system32\config\systemprofile
840	svchost.exe	0x291d60	windir	C:\Windows
840	svchost.exe	0x291d60	windows_tracing_flags	3
840	svchost.exe	0x291d60	windows_tracing_logfile	C:\BVTBin\Tests\installpackage\csilogfile.log
864	svchost.exe	0x351d60	ALLUSERSPROFILE	C:\ProgramData
864	svchost.exe	0x351d60	APPDATA	C:\Windows\system32\config\systemprofile\AppData\Roaming
864	svchost.exe	0x351d60	CommonProgramFiles	C:\Program Files\Common Files
864	svchost.exe	0x351d60	CommonProgramFiles(x86)	C:\Program Files (x86)\Common Files
864	svchost.exe	0x351d60	CommonProgramW6432	C:\Program Files\Common Files
864	svchost.exe	0x351d60	COMPUTERNAME	2PAC
864	svchost.exe	0x351d60	ComSpec	C:\Windows\system32\cmd.exe
864	svchost.exe	0x351d60	FP_NO_HOST_CHECK	NO
864	svchost.exe	0x351d60	LOCALAPPDATA	C:\Windows\system32\config\systemprofile\AppData\Local
864	svchost.exe	0x351d60	NUMBER_OF_PROCESSORS	1
864	svchost.exe	0x351d60	OS	Windows_NT
864	svchost.exe	0x351d60	Path	C:\Windows\system32;C:\Windows;C:\Windows\System32\Wbem;C:\Windows\System32\WindowsPowerShell\v1.0\
864	svchost.exe	0x351d60	PATHEXT	.COM;.EXE;.BAT;.CMD;.VBS;.VBE;.JS;.JSE;.WSF;.WSH;.MSC
864	svchost.exe	0x351d60	PROCESSOR_ARCHITECTURE	AMD64
864	svchost.exe	0x351d60	PROCESSOR_IDENTIFIER	Intel64 Family 6 Model 142 Stepping 9, GenuineIntel
864	svchost.exe	0x351d60	PROCESSOR_LEVEL	6
864	svchost.exe	0x351d60	PROCESSOR_REVISION	8e09
864	svchost.exe	0x351d60	ProgramData	C:\ProgramData
864	svchost.exe	0x351d60	ProgramFiles	C:\Program Files
864	svchost.exe	0x351d60	ProgramFiles(x86)	C:\Program Files (x86)
864	svchost.exe	0x351d60	ProgramW6432	C:\Program Files
864	svchost.exe	0x351d60	PSModulePath	C:\Windows\system32\WindowsPowerShell\v1.0\Modules\
864	svchost.exe	0x351d60	PUBLIC	C:\Users\Public
864	svchost.exe	0x351d60	SystemDrive	C:
864	svchost.exe	0x351d60	SystemRoot	C:\Windows
864	svchost.exe	0x351d60	TEMP	C:\Windows\TEMP
864	svchost.exe	0x351d60	TMP	C:\Windows\TEMP
864	svchost.exe	0x351d60	USERDOMAIN	WORKGROUP
864	svchost.exe	0x351d60	USERNAME	2PAC$
864	svchost.exe	0x351d60	USERPROFILE	C:\Windows\system32\config\systemprofile
864	svchost.exe	0x351d60	windir	C:\Windows
864	svchost.exe	0x351d60	windows_tracing_flags	3
864	svchost.exe	0x351d60	windows_tracing_logfile	C:\BVTBin\Tests\installpackage\csilogfile.log
952	audiodg.exe	0x1d1430	Path	C:\Windows\System32
952	audiodg.exe	0x1d1430	SystemDrive	C:
952	audiodg.exe	0x1d1430	SystemRoot	C:\Windows
220	svchost.exe	0x1b1df0	ALLUSERSPROFILE	C:\ProgramData
220	svchost.exe	0x1b1df0	APPDATA	C:\Windows\ServiceProfiles\LocalService\AppData\Roaming
220	svchost.exe	0x1b1df0	CommonProgramFiles	C:\Program Files\Common Files
220	svchost.exe	0x1b1df0	CommonProgramFiles(x86)	C:\Program Files (x86)\Common Files
220	svchost.exe	0x1b1df0	CommonProgramW6432	C:\Program Files\Common Files
220	svchost.exe	0x1b1df0	COMPUTERNAME	2PAC
220	svchost.exe	0x1b1df0	ComSpec	C:\Windows\system32\cmd.exe
220	svchost.exe	0x1b1df0	FP_NO_HOST_CHECK	NO
220	svchost.exe	0x1b1df0	LOCALAPPDATA	C:\Windows\ServiceProfiles\LocalService\AppData\Local
220	svchost.exe	0x1b1df0	NUMBER_OF_PROCESSORS	1
220	svchost.exe	0x1b1df0	OS	Windows_NT
220	svchost.exe	0x1b1df0	Path	C:\Windows\system32;C:\Windows;C:\Windows\System32\Wbem;C:\Windows\System32\WindowsPowerShell\v1.0\
220	svchost.exe	0x1b1df0	PATHEXT	.COM;.EXE;.BAT;.CMD;.VBS;.VBE;.JS;.JSE;.WSF;.WSH;.MSC
220	svchost.exe	0x1b1df0	PROCESSOR_ARCHITECTURE	AMD64
220	svchost.exe	0x1b1df0	PROCESSOR_IDENTIFIER	Intel64 Family 6 Model 142 Stepping 9, GenuineIntel
220	svchost.exe	0x1b1df0	PROCESSOR_LEVEL	6
220	svchost.exe	0x1b1df0	PROCESSOR_REVISION	8e09
220	svchost.exe	0x1b1df0	ProgramData	C:\ProgramData
220	svchost.exe	0x1b1df0	ProgramFiles	C:\Program Files
220	svchost.exe	0x1b1df0	ProgramFiles(x86)	C:\Program Files (x86)
220	svchost.exe	0x1b1df0	ProgramW6432	C:\Program Files
220	svchost.exe	0x1b1df0	PSModulePath	C:\Windows\system32\WindowsPowerShell\v1.0\Modules\
220	svchost.exe	0x1b1df0	PUBLIC	C:\Users\Public
220	svchost.exe	0x1b1df0	SystemDrive	C:
220	svchost.exe	0x1b1df0	SystemRoot	C:\Windows
220	svchost.exe	0x1b1df0	TEMP	C:\Windows\SERVIC~2\LOCALS~1\AppData\Local\Temp
220	svchost.exe	0x1b1df0	TMP	C:\Windows\SERVIC~2\LOCALS~1\AppData\Local\Temp
220	svchost.exe	0x1b1df0	USERDOMAIN	NT AUTHORITY
220	svchost.exe	0x1b1df0	USERNAME	LOCAL SERVICE
220	svchost.exe	0x1b1df0	USERPROFILE	C:\Windows\ServiceProfiles\LocalService
220	svchost.exe	0x1b1df0	windir	C:\Windows
220	svchost.exe	0x1b1df0	windows_tracing_flags	3
220	svchost.exe	0x1b1df0	windows_tracing_logfile	C:\BVTBin\Tests\installpackage\csilogfile.log
484	svchost.exe	0x171de0	ALLUSERSPROFILE	C:\ProgramData
484	svchost.exe	0x171de0	APPDATA	C:\Windows\ServiceProfiles\NetworkService\AppData\Roaming
484	svchost.exe	0x171de0	CommonProgramFiles	C:\Program Files\Common Files
484	svchost.exe	0x171de0	CommonProgramFiles(x86)	C:\Program Files (x86)\Common Files
484	svchost.exe	0x171de0	CommonProgramW6432	C:\Program Files\Common Files
484	svchost.exe	0x171de0	COMPUTERNAME	2PAC
484	svchost.exe	0x171de0	ComSpec	C:\Windows\system32\cmd.exe
484	svchost.exe	0x171de0	FP_NO_HOST_CHECK	NO
484	svchost.exe	0x171de0	LOCALAPPDATA	C:\Windows\ServiceProfiles\NetworkService\AppData\Local
484	svchost.exe	0x171de0	NUMBER_OF_PROCESSORS	1
484	svchost.exe	0x171de0	OS	Windows_NT
484	svchost.exe	0x171de0	Path	C:\Windows\system32;C:\Windows;C:\Windows\System32\Wbem;C:\Windows\System32\WindowsPowerShell\v1.0\
484	svchost.exe	0x171de0	PATHEXT	.COM;.EXE;.BAT;.CMD;.VBS;.VBE;.JS;.JSE;.WSF;.WSH;.MSC
484	svchost.exe	0x171de0	PROCESSOR_ARCHITECTURE	AMD64
484	svchost.exe	0x171de0	PROCESSOR_IDENTIFIER	Intel64 Family 6 Model 142 Stepping 9, GenuineIntel
484	svchost.exe	0x171de0	PROCESSOR_LEVEL	6
484	svchost.exe	0x171de0	PROCESSOR_REVISION	8e09
484	svchost.exe	0x171de0	ProgramData	C:\ProgramData
484	svchost.exe	0x171de0	ProgramFiles	C:\Program Files
484	svchost.exe	0x171de0	ProgramFiles(x86)	C:\Program Files (x86)
484	svchost.exe	0x171de0	ProgramW6432	C:\Program Files
484	svchost.exe	0x171de0	PSModulePath	C:\Windows\system32\WindowsPowerShell\v1.0\Modules\
484	svchost.exe	0x171de0	PUBLIC	C:\Users\Public
484	svchost.exe	0x171de0	SystemDrive	C:
484	svchost.exe	0x171de0	SystemRoot	C:\Windows
484	svchost.exe	0x171de0	TEMP	C:\Windows\SERVIC~2\NETWOR~1\AppData\Local\Temp
484	svchost.exe	0x171de0	TMP	C:\Windows\SERVIC~2\NETWOR~1\AppData\Local\Temp
484	svchost.exe	0x171de0	USERDOMAIN	WORKGROUP
484	svchost.exe	0x171de0	USERNAME	2PAC$
484	svchost.exe	0x171de0	USERPROFILE	C:\Windows\ServiceProfiles\NetworkService
484	svchost.exe	0x171de0	windir	C:\Windows
484	svchost.exe	0x171de0	windows_tracing_flags	3
484	svchost.exe	0x171de0	windows_tracing_logfile	C:\BVTBin\Tests\installpackage\csilogfile.log
1132	spoolsv.exe	0x261d60	ALLUSERSPROFILE	C:\ProgramData
1132	spoolsv.exe	0x261d60	APPDATA	C:\Windows\system32\config\systemprofile\AppData\Roaming
1132	spoolsv.exe	0x261d60	CommonProgramFiles	C:\Program Files\Common Files
1132	spoolsv.exe	0x261d60	CommonProgramFiles(x86)	C:\Program Files (x86)\Common Files
1132	spoolsv.exe	0x261d60	CommonProgramW6432	C:\Program Files\Common Files
1132	spoolsv.exe	0x261d60	COMPUTERNAME	2PAC
1132	spoolsv.exe	0x261d60	ComSpec	C:\Windows\system32\cmd.exe
1132	spoolsv.exe	0x261d60	FP_NO_HOST_CHECK	NO
1132	spoolsv.exe	0x261d60	LOCALAPPDATA	C:\Windows\system32\config\systemprofile\AppData\Local
1132	spoolsv.exe	0x261d60	NUMBER_OF_PROCESSORS	1
1132	spoolsv.exe	0x261d60	OS	Windows_NT
1132	spoolsv.exe	0x261d60	Path	C:\Windows\system32;C:\Windows;C:\Windows\System32\Wbem;C:\Windows\System32\WindowsPowerShell\v1.0\
1132	spoolsv.exe	0x261d60	PATHEXT	.COM;.EXE;.BAT;.CMD;.VBS;.VBE;.JS;.JSE;.WSF;.WSH;.MSC
1132	spoolsv.exe	0x261d60	PROCESSOR_ARCHITECTURE	AMD64
1132	spoolsv.exe	0x261d60	PROCESSOR_IDENTIFIER	Intel64 Family 6 Model 142 Stepping 9, GenuineIntel
1132	spoolsv.exe	0x261d60	PROCESSOR_LEVEL	6
1132	spoolsv.exe	0x261d60	PROCESSOR_REVISION	8e09
1132	spoolsv.exe	0x261d60	ProgramData	C:\ProgramData
1132	spoolsv.exe	0x261d60	ProgramFiles	C:\Program Files
1132	spoolsv.exe	0x261d60	ProgramFiles(x86)	C:\Program Files (x86)
1132	spoolsv.exe	0x261d60	ProgramW6432	C:\Program Files
1132	spoolsv.exe	0x261d60	PSModulePath	C:\Windows\system32\WindowsPowerShell\v1.0\Modules\
1132	spoolsv.exe	0x261d60	PUBLIC	C:\Users\Public
1132	spoolsv.exe	0x261d60	SystemDrive	C:
1132	spoolsv.exe	0x261d60	SystemRoot	C:\Windows
1132	spoolsv.exe	0x261d60	TEMP	C:\Windows\TEMP
1132	spoolsv.exe	0x261d60	TMP	C:\Windows\TEMP
1132	spoolsv.exe	0x261d60	USERDOMAIN	WORKGROUP
1132	spoolsv.exe	0x261d60	USERNAME	2PAC$
1132	spoolsv.exe	0x261d60	USERPROFILE	C:\Windows\system32\config\systemprofile
1132	spoolsv.exe	0x261d60	windir	C:\Windows
1132	spoolsv.exe	0x261d60	windows_tracing_flags	3
1132	spoolsv.exe	0x261d60	windows_tracing_logfile	C:\BVTBin\Tests\installpackage\csilogfile.log
1176	svchost.exe	0x331df0	ALLUSERSPROFILE	C:\ProgramData
1176	svchost.exe	0x331df0	APPDATA	C:\Windows\ServiceProfiles\LocalService\AppData\Roaming
1176	svchost.exe	0x331df0	CommonProgramFiles	C:\Program Files\Common Files
1176	svchost.exe	0x331df0	CommonProgramFiles(x86)	C:\Program Files (x86)\Common Files
1176	svchost.exe	0x331df0	CommonProgramW6432	C:\Program Files\Common Files
1176	svchost.exe	0x331df0	COMPUTERNAME	2PAC
1176	svchost.exe	0x331df0	ComSpec	C:\Windows\system32\cmd.exe
1176	svchost.exe	0x331df0	FP_NO_HOST_CHECK	NO
1176	svchost.exe	0x331df0	LOCALAPPDATA	C:\Windows\ServiceProfiles\LocalService\AppData\Local
1176	svchost.exe	0x331df0	NUMBER_OF_PROCESSORS	1
1176	svchost.exe	0x331df0	OS	Windows_NT
1176	svchost.exe	0x331df0	Path	C:\Windows\system32;C:\Windows;C:\Windows\System32\Wbem;C:\Windows\System32\WindowsPowerShell\v1.0\
1176	svchost.exe	0x331df0	PATHEXT	.COM;.EXE;.BAT;.CMD;.VBS;.VBE;.JS;.JSE;.WSF;.WSH;.MSC
1176	svchost.exe	0x331df0	PROCESSOR_ARCHITECTURE	AMD64
1176	svchost.exe	0x331df0	PROCESSOR_IDENTIFIER	Intel64 Family 6 Model 142 Stepping 9, GenuineIntel
1176	svchost.exe	0x331df0	PROCESSOR_LEVEL	6
1176	svchost.exe	0x331df0	PROCESSOR_REVISION	8e09
1176	svchost.exe	0x331df0	ProgramData	C:\ProgramData
1176	svchost.exe	0x331df0	ProgramFiles	C:\Program Files
1176	svchost.exe	0x331df0	ProgramFiles(x86)	C:\Program Files (x86)
1176	svchost.exe	0x331df0	ProgramW6432	C:\Program Files
1176	svchost.exe	0x331df0	PSModulePath	C:\Windows\system32\WindowsPowerShell\v1.0\Modules\
1176	svchost.exe	0x331df0	PUBLIC	C:\Users\Public
1176	svchost.exe	0x331df0	SystemDrive	C:
1176	svchost.exe	0x331df0	SystemRoot	C:\Windows
1176	svchost.exe	0x331df0	TEMP	C:\Windows\SERVIC~2\LOCALS~1\AppData\Local\Temp
1176	svchost.exe	0x331df0	TMP	C:\Windows\SERVIC~2\LOCALS~1\AppData\Local\Temp
1176	svchost.exe	0x331df0	USERDOMAIN	NT AUTHORITY
1176	svchost.exe	0x331df0	USERNAME	LOCAL SERVICE
1176	svchost.exe	0x331df0	USERPROFILE	C:\Windows\ServiceProfiles\LocalService
1176	svchost.exe	0x331df0	windir	C:\Windows
1176	svchost.exe	0x331df0	windows_tracing_flags	3
1176	svchost.exe	0x331df0	windows_tracing_logfile	C:\BVTBin\Tests\installpackage\csilogfile.log
1276	svchost.exe	0x271df0	ALLUSERSPROFILE	C:\ProgramData
1276	svchost.exe	0x271df0	APPDATA	C:\Windows\ServiceProfiles\LocalService\AppData\Roaming
1276	svchost.exe	0x271df0	CommonProgramFiles	C:\Program Files\Common Files
1276	svchost.exe	0x271df0	CommonProgramFiles(x86)	C:\Program Files (x86)\Common Files
1276	svchost.exe	0x271df0	CommonProgramW6432	C:\Program Files\Common Files
1276	svchost.exe	0x271df0	COMPUTERNAME	2PAC
1276	svchost.exe	0x271df0	ComSpec	C:\Windows\system32\cmd.exe
1276	svchost.exe	0x271df0	FP_NO_HOST_CHECK	NO
1276	svchost.exe	0x271df0	LOCALAPPDATA	C:\Windows\ServiceProfiles\LocalService\AppData\Local
1276	svchost.exe	0x271df0	NUMBER_OF_PROCESSORS	1
1276	svchost.exe	0x271df0	OS	Windows_NT
1276	svchost.exe	0x271df0	Path	C:\Windows\system32;C:\Windows;C:\Windows\System32\Wbem;C:\Windows\System32\WindowsPowerShell\v1.0\
1276	svchost.exe	0x271df0	PATHEXT	.COM;.EXE;.BAT;.CMD;.VBS;.VBE;.JS;.JSE;.WSF;.WSH;.MSC
1276	svchost.exe	0x271df0	PROCESSOR_ARCHITECTURE	AMD64
1276	svchost.exe	0x271df0	PROCESSOR_IDENTIFIER	Intel64 Family 6 Model 142 Stepping 9, GenuineIntel
1276	svchost.exe	0x271df0	PROCESSOR_LEVEL	6
1276	svchost.exe	0x271df0	PROCESSOR_REVISION	8e09
1276	svchost.exe	0x271df0	ProgramData	C:\ProgramData
1276	svchost.exe	0x271df0	ProgramFiles	C:\Program Files
1276	svchost.exe	0x271df0	ProgramFiles(x86)	C:\Program Files (x86)
1276	svchost.exe	0x271df0	ProgramW6432	C:\Program Files
1276	svchost.exe	0x271df0	PSModulePath	C:\Windows\system32\WindowsPowerShell\v1.0\Modules\
1276	svchost.exe	0x271df0	PUBLIC	C:\Users\Public
1276	svchost.exe	0x271df0	SystemDrive	C:
1276	svchost.exe	0x271df0	SystemRoot	C:\Windows
1276	svchost.exe	0x271df0	TEMP	C:\Windows\SERVIC~2\LOCALS~1\AppData\Local\Temp
1276	svchost.exe	0x271df0	TMP	C:\Windows\SERVIC~2\LOCALS~1\AppData\Local\Temp
1276	svchost.exe	0x271df0	USERDOMAIN	NT AUTHORITY
1276	svchost.exe	0x271df0	USERNAME	LOCAL SERVICE
1276	svchost.exe	0x271df0	USERPROFILE	C:\Windows\ServiceProfiles\LocalService
1276	svchost.exe	0x271df0	windir	C:\Windows
1276	svchost.exe	0x271df0	windows_tracing_flags	3
1276	svchost.exe	0x271df0	windows_tracing_logfile	C:\BVTBin\Tests\installpackage\csilogfile.log
1804	taskhost.exe	0x281d80	ALLUSERSPROFILE	C:\ProgramData
1804	taskhost.exe	0x281d80	APPDATA	C:\Users\eminem\AppData\Roaming
1804	taskhost.exe	0x281d80	CommonProgramFiles	C:\Program Files\Common Files
1804	taskhost.exe	0x281d80	CommonProgramFiles(x86)	C:\Program Files (x86)\Common Files
1804	taskhost.exe	0x281d80	CommonProgramW6432	C:\Program Files\Common Files
1804	taskhost.exe	0x281d80	COMPUTERNAME	2PAC
1804	taskhost.exe	0x281d80	ComSpec	C:\Windows\system32\cmd.exe
1804	taskhost.exe	0x281d80	FP_NO_HOST_CHECK	NO
1804	taskhost.exe	0x281d80	HOMEDRIVE	C:
1804	taskhost.exe	0x281d80	HOMEPATH	\Users\eminem
1804	taskhost.exe	0x281d80	LOCALAPPDATA	C:\Users\eminem\AppData\Local
1804	taskhost.exe	0x281d80	LOGONSERVER	\\2PAC
1804	taskhost.exe	0x281d80	NUMBER_OF_PROCESSORS	1
1804	taskhost.exe	0x281d80	OS	Windows_NT
1804	taskhost.exe	0x281d80	Path	C:\Windows\system32;C:\Windows;C:\Windows\System32\Wbem;C:\Windows\System32\WindowsPowerShell\v1.0\
1804	taskhost.exe	0x281d80	PATHEXT	.COM;.EXE;.BAT;.CMD;.VBS;.VBE;.JS;.JSE;.WSF;.WSH;.MSC
1804	taskhost.exe	0x281d80	PROCESSOR_ARCHITECTURE	AMD64
1804	taskhost.exe	0x281d80	PROCESSOR_IDENTIFIER	Intel64 Family 6 Model 142 Stepping 9, GenuineIntel
1804	taskhost.exe	0x281d80	PROCESSOR_LEVEL	6
1804	taskhost.exe	0x281d80	PROCESSOR_REVISION	8e09
1804	taskhost.exe	0x281d80	ProgramData	C:\ProgramData
1804	taskhost.exe	0x281d80	ProgramFiles	C:\Program Files
1804	taskhost.exe	0x281d80	ProgramFiles(x86)	C:\Program Files (x86)
1804	taskhost.exe	0x281d80	ProgramW6432	C:\Program Files
1804	taskhost.exe	0x281d80	PSModulePath	C:\Windows\system32\WindowsPowerShell\v1.0\Modules\
1804	taskhost.exe	0x281d80	PUBLIC	C:\Users\Public
1804	taskhost.exe	0x281d80	SystemDrive	C:
1804	taskhost.exe	0x281d80	SystemRoot	C:\Windows
1804	taskhost.exe	0x281d80	TEMP	C:\Users\eminem\AppData\Local\Temp
1804	taskhost.exe	0x281d80	TMP	C:\Users\eminem\AppData\Local\Temp
1804	taskhost.exe	0x281d80	USERDOMAIN	2pac
1804	taskhost.exe	0x281d80	USERNAME	eminem
1804	taskhost.exe	0x281d80	USERPROFILE	C:\Users\eminem
1804	taskhost.exe	0x281d80	windir	C:\Windows
1804	taskhost.exe	0x281d80	windows_tracing_flags	3
1804	taskhost.exe	0x281d80	windows_tracing_logfile	C:\BVTBin\Tests\installpackage\csilogfile.log
1824	taskeng.exe	0x351d60	ALLUSERSPROFILE	C:\ProgramData
1824	taskeng.exe	0x351d60	APPDATA	C:\Windows\system32\config\systemprofile\AppData\Roaming
1824	taskeng.exe	0x351d60	CommonProgramFiles	C:\Program Files\Common Files
1824	taskeng.exe	0x351d60	CommonProgramFiles(x86)	C:\Program Files (x86)\Common Files
1824	taskeng.exe	0x351d60	CommonProgramW6432	C:\Program Files\Common Files
1824	taskeng.exe	0x351d60	COMPUTERNAME	2PAC
1824	taskeng.exe	0x351d60	ComSpec	C:\Windows\system32\cmd.exe
1824	taskeng.exe	0x351d60	FP_NO_HOST_CHECK	NO
1824	taskeng.exe	0x351d60	LOCALAPPDATA	C:\Windows\system32\config\systemprofile\AppData\Local
1824	taskeng.exe	0x351d60	NUMBER_OF_PROCESSORS	1
1824	taskeng.exe	0x351d60	OS	Windows_NT
1824	taskeng.exe	0x351d60	Path	C:\Windows\system32;C:\Windows;C:\Windows\System32\Wbem;C:\Windows\System32\WindowsPowerShell\v1.0\
1824	taskeng.exe	0x351d60	PATHEXT	.COM;.EXE;.BAT;.CMD;.VBS;.VBE;.JS;.JSE;.WSF;.WSH;.MSC
1824	taskeng.exe	0x351d60	PROCESSOR_ARCHITECTURE	AMD64
1824	taskeng.exe	0x351d60	PROCESSOR_IDENTIFIER	Intel64 Family 6 Model 142 Stepping 9, GenuineIntel
1824	taskeng.exe	0x351d60	PROCESSOR_LEVEL	6
1824	taskeng.exe	0x351d60	PROCESSOR_REVISION	8e09
1824	taskeng.exe	0x351d60	ProgramData	C:\ProgramData
1824	taskeng.exe	0x351d60	ProgramFiles	C:\Program Files
1824	taskeng.exe	0x351d60	ProgramFiles(x86)	C:\Program Files (x86)
1824	taskeng.exe	0x351d60	ProgramW6432	C:\Program Files
1824	taskeng.exe	0x351d60	PSModulePath	C:\Windows\system32\WindowsPowerShell\v1.0\Modules\
1824	taskeng.exe	0x351d60	PUBLIC	C:\Users\Public
1824	taskeng.exe	0x351d60	SystemDrive	C:
1824	taskeng.exe	0x351d60	SystemRoot	C:\Windows
1824	taskeng.exe	0x351d60	TEMP	C:\Windows\TEMP
1824	taskeng.exe	0x351d60	TMP	C:\Windows\TEMP
1824	taskeng.exe	0x351d60	USERDOMAIN	WORKGROUP
1824	taskeng.exe	0x351d60	USERNAME	2PAC$
1824	taskeng.exe	0x351d60	USERPROFILE	C:\Windows\system32\config\systemprofile
1824	taskeng.exe	0x351d60	windir	C:\Windows
1824	taskeng.exe	0x351d60	windows_tracing_flags	3
1824	taskeng.exe	0x351d60	windows_tracing_logfile	C:\BVTBin\Tests\installpackage\csilogfile.log
1908	dwm.exe	0x271d80	ALLUSERSPROFILE	C:\ProgramData
1908	dwm.exe	0x271d80	APPDATA	C:\Users\eminem\AppData\Roaming
1908	dwm.exe	0x271d80	CommonProgramFiles	C:\Program Files\Common Files
1908	dwm.exe	0x271d80	CommonProgramFiles(x86)	C:\Program Files (x86)\Common Files
1908	dwm.exe	0x271d80	CommonProgramW6432	C:\Program Files\Common Files
1908	dwm.exe	0x271d80	COMPUTERNAME	2PAC
1908	dwm.exe	0x271d80	ComSpec	C:\Windows\system32\cmd.exe
1908	dwm.exe	0x271d80	FP_NO_HOST_CHECK	NO
1908	dwm.exe	0x271d80	HOMEDRIVE	C:
1908	dwm.exe	0x271d80	HOMEPATH	\Users\eminem
1908	dwm.exe	0x271d80	LOCALAPPDATA	C:\Users\eminem\AppData\Local
1908	dwm.exe	0x271d80	LOGONSERVER	\\2PAC
1908	dwm.exe	0x271d80	NUMBER_OF_PROCESSORS	1
1908	dwm.exe	0x271d80	OS	Windows_NT
1908	dwm.exe	0x271d80	Path	C:\Windows\system32;C:\Windows;C:\Windows\System32\Wbem;C:\Windows\System32\WindowsPowerShell\v1.0\
1908	dwm.exe	0x271d80	PATHEXT	.COM;.EXE;.BAT;.CMD;.VBS;.VBE;.JS;.JSE;.WSF;.WSH;.MSC
1908	dwm.exe	0x271d80	PROCESSOR_ARCHITECTURE	AMD64
1908	dwm.exe	0x271d80	PROCESSOR_IDENTIFIER	Intel64 Family 6 Model 142 Stepping 9, GenuineIntel
1908	dwm.exe	0x271d80	PROCESSOR_LEVEL	6
1908	dwm.exe	0x271d80	PROCESSOR_REVISION	8e09
1908	dwm.exe	0x271d80	ProgramData	C:\ProgramData
1908	dwm.exe	0x271d80	ProgramFiles	C:\Program Files
1908	dwm.exe	0x271d80	ProgramFiles(x86)	C:\Program Files (x86)
1908	dwm.exe	0x271d80	ProgramW6432	C:\Program Files
1908	dwm.exe	0x271d80	PSModulePath	C:\Windows\system32\WindowsPowerShell\v1.0\Modules\
1908	dwm.exe	0x271d80	PUBLIC	C:\Users\Public
1908	dwm.exe	0x271d80	SystemDrive	C:
1908	dwm.exe	0x271d80	SystemRoot	C:\Windows
1908	dwm.exe	0x271d80	TEMP	C:\Users\eminem\AppData\Local\Temp
1908	dwm.exe	0x271d80	TMP	C:\Users\eminem\AppData\Local\Temp
1908	dwm.exe	0x271d80	USERDOMAIN	2pac
1908	dwm.exe	0x271d80	USERNAME	eminem
1908	dwm.exe	0x271d80	USERPROFILE	C:\Users\eminem
1908	dwm.exe	0x271d80	windir	C:\Windows
1908	dwm.exe	0x271d80	windows_tracing_flags	3
1908	dwm.exe	0x271d80	windows_tracing_logfile	C:\BVTBin\Tests\installpackage\csilogfile.log
1944	explorer.exe	0x1e1da0	ALLUSERSPROFILE	C:\ProgramData
1944	explorer.exe	0x1e1da0	APPDATA	C:\Users\eminem\AppData\Roaming
1944	explorer.exe	0x1e1da0	CommonProgramFiles	C:\Program Files\Common Files
1944	explorer.exe	0x1e1da0	CommonProgramFiles(x86)	C:\Program Files (x86)\Common Files
1944	explorer.exe	0x1e1da0	CommonProgramW6432	C:\Program Files\Common Files
1944	explorer.exe	0x1e1da0	COMPUTERNAME	2PAC
1944	explorer.exe	0x1e1da0	ComSpec	C:\Windows\system32\cmd.exe
1944	explorer.exe	0x1e1da0	FP_NO_HOST_CHECK	NO
1944	explorer.exe	0x1e1da0	HOMEDRIVE	C:
1944	explorer.exe	0x1e1da0	HOMEPATH	\Users\eminem
1944	explorer.exe	0x1e1da0	LOCALAPPDATA	C:\Users\eminem\AppData\Local
1944	explorer.exe	0x1e1da0	LOGONSERVER	\\2PAC
1944	explorer.exe	0x1e1da0	NUMBER_OF_PROCESSORS	1
1944	explorer.exe	0x1e1da0	OS	Windows_NT
1944	explorer.exe	0x1e1da0	Path	C:\Windows\system32;C:\Windows;C:\Windows\System32\Wbem;C:\Windows\System32\WindowsPowerShell\v1.0\
1944	explorer.exe	0x1e1da0	PATHEXT	.COM;.EXE;.BAT;.CMD;.VBS;.VBE;.JS;.JSE;.WSF;.WSH;.MSC
1944	explorer.exe	0x1e1da0	PROCESSOR_ARCHITECTURE	AMD64
1944	explorer.exe	0x1e1da0	PROCESSOR_IDENTIFIER	Intel64 Family 6 Model 142 Stepping 9, GenuineIntel
1944	explorer.exe	0x1e1da0	PROCESSOR_LEVEL	6
1944	explorer.exe	0x1e1da0	PROCESSOR_REVISION	8e09
1944	explorer.exe	0x1e1da0	ProgramData	C:\ProgramData
1944	explorer.exe	0x1e1da0	ProgramFiles	C:\Program Files
1944	explorer.exe	0x1e1da0	ProgramFiles(x86)	C:\Program Files (x86)
1944	explorer.exe	0x1e1da0	ProgramW6432	C:\Program Files
1944	explorer.exe	0x1e1da0	PSModulePath	C:\Windows\system32\WindowsPowerShell\v1.0\Modules\
1944	explorer.exe	0x1e1da0	PUBLIC	C:\Users\Public
1944	explorer.exe	0x1e1da0	SESSIONNAME	Console
1944	explorer.exe	0x1e1da0	SystemDrive	C:
1944	explorer.exe	0x1e1da0	SystemRoot	C:\Windows
1944	explorer.exe	0x1e1da0	TEMP	C:\Users\eminem\AppData\Local\Temp
1944	explorer.exe	0x1e1da0	TMP	C:\Users\eminem\AppData\Local\Temp
1944	explorer.exe	0x1e1da0	USERDOMAIN	2pac
1944	explorer.exe	0x1e1da0	USERNAME	eminem
1944	explorer.exe	0x1e1da0	USERPROFILE	C:\Users\eminem
1944	explorer.exe	0x1e1da0	windir	C:\Windows
1944	explorer.exe	0x1e1da0	windows_tracing_flags	3
1944	explorer.exe	0x1e1da0	windows_tracing_logfile	C:\BVTBin\Tests\installpackage\csilogfile.log
1592	VBoxTray.exe	0x3c1db0	ALLUSERSPROFILE	C:\ProgramData
